tran_code,tran_cat_code,tran_terms_bal,Tran_Desc,Tran_Group,Rank
228,4028,17,Promo CC,Convenience Check Amount,4
300,3451,19,Promo BT,Balance Transfer Amount,2
300,3463,8,LOL BT,Balance Transfer Amount,2
218,4035,8,LOL BT,Balance Transfer Amount,2
300,3453,19,Promo BT,Balance Transfer Amount,2
300,3457,8,LOL BT,Balance Transfer Amount,2
296,3417,9,Promo BT,Balance Transfer Amount,2
227,4100,3,Convenience Check,Convenience Check Amount,4
228,3458,19,Promo CC,Convenience Check Amount,4
228,3444,19,Promo CC,Convenience Check Amount,4
218,3481,12,Promo BT,Balance Transfer Amount,2
218,3479,12,Promo BT,Balance Transfer Amount,2
218,3465,12,Promo BT,Balance Transfer Amount,2
218,3477,12,Promo BT,Balance Transfer Amount,2
218,3469,20,LOL BT,Balance Transfer Amount,2
218,3473,12,Promo BT,Balance Transfer Amount,2
218,3467,12,Promo BT,Balance Transfer Amount,2
104,3480,12,Promo CC,Convenience Check Amount,4
104,3464,12,Promo CC,Convenience Check Amount,4
218,3471,20,LOL BT,Balance Transfer Amount,2
296,3429,8,LOL BT,Balance Transfer Amount,2
104,3482,12,Promo CC,Convenience Check Amount,4
104,3474,12,Promo CC,Convenience Check Amount,4
104,3478,12,Promo CC,Convenience Check Amount,4
104,3484,12,Promo CC,Convenience Check Amount,4
104,3470,20,LOL CC,Convenience Check Amount,4
300,3469,20,LOL BT,Balance Transfer Amount,2
300,3483,12,Promo BT,Balance Transfer Amount,2
300,3485,12,Promo BT,Balance Transfer Amount,2
300,3481,12,Promo BT,Balance Transfer Amount,2
300,3473,12,Promo BT,Balance Transfer Amount,2
300,3479,12,Promo BT,Balance Transfer Amount,2
101,2003,1,Purchase,Purchases,1
228,3464,12,Promo CC,Convenience Check Amount,4
1003,1026,15,Cash Advance,Cash Advance Amount,3
1002,1025,15,Cash Advance,Cash Advance Amount,3
105,1026,15,Cash Advance,Cash Advance Amount,3
300,3475,12,Promo BT,Balance Transfer Amount,2
228,3466,12,Promo CC,Convenience Check Amount,4
218,3491,8,LOL BT,Balance Transfer Amount,2
218,3493,8,LOL BT,Balance Transfer Amount,2
218,3511,13,Promo BT,Balance Transfer Amount,2
218,3515,13,Promo BT,Balance Transfer Amount,2
218,3487,13,Promo BT,Balance Transfer Amount,2
218,3489,13,Promo BT,Balance Transfer Amount,2
218,3517,13,Promo BT,Balance Transfer Amount,2
1001,2003,5,Purchase,Purchases,1
300,3491,8,LOL BT,Balance Transfer Amount,2
218,3497,13,Promo BT,Balance Transfer Amount,2
104,3488,13,Promo CC,Convenience Check Amount,4
104,3494,13,Promo CC,Convenience Check Amount,4
218,3501,8,LOL BT,Balance Transfer Amount,2
104,3516,13,Promo CC,Convenience Check Amount,4
1006,2003,5,Purchase,Purchases,1
104,3490,8,LOL CC,Convenience Check Amount,4
104,3496,13,Promo CC,Convenience Check Amount,4
218,3499,8,LOL BT,Balance Transfer Amount,2
104,3510,13,Promo CC,Convenience Check Amount,4
104,3486,13,Promo CC,Convenience Check Amount,4
104,3500,8,LOL CC,Convenience Check Amount,4
104,3502,13,Promo CC,Convenience Check Amount,4
104,3492,8,LOL CC,Convenience Check Amount,4
104,3498,8,LOL CC,Convenience Check Amount,4
218,3503,13,Promo BT,Balance Transfer Amount,2
104,3514,13,Promo CC,Convenience Check Amount,4
228,3474,12,Promo CC,Convenience Check Amount,4
228,3510,13,Promo CC,Convenience Check Amount,4
300,3495,13,Promo BT,Balance Transfer Amount,2
300,3511,13,Promo BT,Balance Transfer Amount,2
218,2003,3,Balance Transfer,Balance Transfer Amount,2
300,3493,8,LOL BT,Balance Transfer Amount,2
300,3517,13,Promo BT,Balance Transfer Amount,2
228,3476,12,Promo CC,Convenience Check Amount,4
228,3490,8,LOL CC,Convenience Check Amount,4
228,3496,13,Promo CC,Convenience Check Amount,4
300,3487,13,Promo BT,Balance Transfer Amount,2
228,3482,12,Promo CC,Convenience Check Amount,4
228,3484,12,Promo CC,Convenience Check Amount,4
300,3499,8,LOL BT,Balance Transfer Amount,2
300,3515,13,Promo BT,Balance Transfer Amount,2
228,3486,13,Promo CC,Convenience Check Amount,4
228,3494,13,Promo CC,Convenience Check Amount,4
228,3468,20,LOL CC,Convenience Check Amount,4
300,3497,13,Promo BT,Balance Transfer Amount,2
218,3521,10,Promo BT,Balance Transfer Amount,2
218,3523,10,Promo BT,Balance Transfer Amount,2
218,3525,20,LOL BT,Balance Transfer Amount,2
218,3527,20,LOL BT,Balance Transfer Amount,2
218,3531,10,Promo BT,Balance Transfer Amount,2
218,3533,10,Promo BT,Balance Transfer Amount,2
218,3535,10,Promo BT,Balance Transfer Amount,2
218,3537,20,LOL BT,Balance Transfer Amount,2
228,3462,8,LOL CC,Convenience Check Amount,4
104,3524,20,LOL CC,Convenience Check Amount,4
104,3530,10,Promo CC,Convenience Check Amount,4
104,3534,10,Promo CC,Convenience Check Amount,4
300,3501,8,LOL BT,Balance Transfer Amount,2
104,3520,10,Promo CC,Convenience Check Amount,4
104,3522,10,Promo CC,Convenience Check Amount,4
104,3526,20,LOL CC,Convenience Check Amount,4
104,3532,10,Promo CC,Convenience Check Amount,4
104,3536,20,LOL CC,Convenience Check Amount,4
104,3541,20,LOL CC,Convenience Check Amount,4
104,3540,10,Promo CC,Convenience Check Amount,4
218,3148,13,Promo BT,Balance Transfer Amount,2
218,3455,8,LOL BT,Balance Transfer Amount,2
228,3524,20,LOL CC,Convenience Check Amount,4
228,3500,8,LOL CC,Convenience Check Amount,4
300,3489,13,Promo BT,Balance Transfer Amount,2
300,3523,10,Promo BT,Balance Transfer Amount,2
300,3527,20,LOL BT,Balance Transfer Amount,2
300,3521,10,Promo BT,Balance Transfer Amount,2
300,3525,20,LOL BT,Balance Transfer Amount,2
228,3498,8,LOL CC,Convenience Check Amount,4
300,3533,10,Promo BT,Balance Transfer Amount,2
228,3520,10,Promo CC,Convenience Check Amount,4
228,3492,8,LOL CC,Convenience Check Amount,4
228,3526,20,LOL CC,Convenience Check Amount,4
300,3531,10,Promo BT,Balance Transfer Amount,2
228,3536,20,LOL CC,Convenience Check Amount,4
300,3537,20,LOL BT,Balance Transfer Amount,2
300,3535,10,Promo BT,Balance Transfer Amount,2
228,3534,10,Promo CC,Convenience Check Amount,4
161,1025,15,Cash Advance,Cash Advance Amount,3
218,3547,8,LOL BT,Balance Transfer Amount,2
218,3549,8,LOL BT,Balance Transfer Amount,2
218,3551,14,Promo BT,Balance Transfer Amount,2
218,3561,14,Promo BT,Balance Transfer Amount,2
218,3543,14,Promo BT,Balance Transfer Amount,2
218,3555,8,LOL BT,Balance Transfer Amount,2
218,3545,14,Promo BT,Balance Transfer Amount,2
104,3546,8,LOL CC,Convenience Check Amount,4
104,3548,8,LOL CC,Convenience Check Amount,4
104,3550,14,Promo CC,Convenience Check Amount,4
104,3554,8,LOL CC,Convenience Check Amount,4
104,3557,8,LOL CC,Convenience Check Amount,4
104,3542,14,Promo CC,Convenience Check Amount,4
104,3560,14,Promo CC,Convenience Check Amount,4
376,2225,1,Purchase,Purchases,1
104,3544,14,Promo CC,Convenience Check Amount,4
228,3554,8,LOL CC,Convenience Check Amount,4
227,3668,20,LOL CC,Convenience Check Amount,4
227,3670,20,LOL CC,Convenience Check Amount,4
296,3669,20,LOL BT,Balance Transfer Amount,2
228,3675,19,Promo CC,Convenience Check Amount,4
300,3160,3,Balance Transfer,Balance Transfer Amount,2
300,3244,3,Balance Transfer,Balance Transfer Amount,2
300,3459,19,Promo BT,Balance Transfer Amount,2
218,3684,12,Promo BT,Balance Transfer Amount,2
218,3686,8,LOL BT,Balance Transfer Amount,2
218,3688,8,LOL BT,Balance Transfer Amount,2
1001,4021,5,Purchase,Purchases,1
104,3133,4,Promo CC,Convenience Check Amount,4
300,3053,8,LOL BT,Balance Transfer Amount,2
3001,2227,1,Purchase,Purchases,1
3006,2227,1,Purchase,Purchases,1
228,3137,10,Promo CC,Convenience Check Amount,4
218,3154,11,Promo BT,Balance Transfer Amount,2
218,3158,11,Promo BT,Balance Transfer Amount,2
218,3156,11,Promo BT,Balance Transfer Amount,2
218,3162,8,LOL BT,Balance Transfer Amount,2
218,3015,14,Promo BT,Balance Transfer Amount,2
228,3149,8,LOL CC,Convenience Check Amount,4
228,3147,13,Promo CC,Convenience Check Amount,4
160,2228,1,Purchase,Purchases,1
160,2227,1,Purchase,Purchases,1
296,3106,12,Promo BT,Balance Transfer Amount,2
296,3134,4,Promo BT,Balance Transfer Amount,2
300,3061,9,Promo BT,Balance Transfer Amount,2
300,3134,4,Promo BT,Balance Transfer Amount,2
300,3150,8,LOL BT,Balance Transfer Amount,2
1006,4021,5,Purchase,Purchases,1
228,3159,3,Convenience Check,Convenience Check Amount,4
104,3153,11,Promo CC,Convenience Check Amount,4
104,3155,11,Promo CC,Convenience Check Amount,4
104,3157,11,Promo CC,Convenience Check Amount,4
104,3161,8,LOL CC,Convenience Check Amount,4
228,3133,4,Promo CC,Convenience Check Amount,4
300,3156,11,Promo BT,Balance Transfer Amount,2
1003,1020,15,Cash Advance,Cash Advance Amount,3
104,3143,13,Promo CC,Convenience Check Amount,4
300,3144,13,Promo BT,Balance Transfer Amount,2
1002,1019,15,Cash Advance,Cash Advance Amount,3
3002,1019,15,Cash Advance,Cash Advance Amount,3
3005,1020,15,Cash Advance,Cash Advance Amount,3
3038,2,2,Cash Advance,Cash Advance Amount,3
3001,3172,16,Purchase,Purchases,1
218,3168,17,Promo BT,Balance Transfer Amount,2
218,3164,17,Promo BT,Balance Transfer Amount,2
328,3154,11,Promo BT,Balance Transfer Amount,2
218,3166,17,Promo BT,Balance Transfer Amount,2
228,3151,4,Promo CC,Convenience Check Amount,4
112,3153,11,Promo CC,Convenience Check Amount,4
218,3170,3,Balance Transfer,Balance Transfer Amount,2
101,2227,1,Purchase,Purchases,1
101,2228,1,Purchase,Purchases,1
106,2228,1,Purchase,Purchases,1
104,3154,11,Promo CC,Convenience Check Amount,4
3031,2228,1,Purchase,Purchases,1
300,3162,8,LOL BT,Balance Transfer Amount,2
3006,3172,16,Purchase,Purchases,1
102,1019,15,Cash Advance,Cash Advance Amount,3
101,3172,16,Purchase,Purchases,1
112,3161,8,LOL CC,Convenience Check Amount,4
104,3030,3,Convenience Check,Convenience Check Amount,4
3002,1021,15,Cash Advance,Cash Advance Amount,3
1001,3172,16,Purchase,Purchases,1
228,3155,11,Promo CC,Convenience Check Amount,4
1006,3172,16,Purchase,Purchases,1
104,3167,17,Promo CC,Convenience Check Amount,4
104,3163,17,Promo CC,Convenience Check Amount,4
104,3169,3,Convenience Check,Convenience Check Amount,4
104,3165,17,Promo CC,Convenience Check Amount,4
104,3171,18,Promo CC,Convenience Check Amount,4
106,3172,16,Purchase,Purchases,1
160,3172,16,Purchase,Purchases,1
228,3153,11,Promo CC,Convenience Check Amount,4
296,3131,3,Balance Transfer,Balance Transfer Amount,2
296,3156,11,Promo BT,Balance Transfer Amount,2
300,3154,11,Promo BT,Balance Transfer Amount,2
300,3164,17,Promo BT,Balance Transfer Amount,2
354,15,1,Purchase,Purchases,1
3031,1024,5,Purchase,Purchases,1
3031,3172,16,Purchase,Purchases,1
3036,3172,16,Purchase,Purchases,1
300,3166,17,Promo BT,Balance Transfer Amount,2
228,3130,3,Convenience Check,Convenience Check Amount,4
300,3158,11,Promo BT,Balance Transfer Amount,2
3031,2226,1,Purchase,Purchases,1
1001,2224,1,Purchase,Purchases,1
1006,2224,1,Purchase,Purchases,1
3001,2224,1,Purchase,Purchases,1
218,3011,4,Promo BT,Balance Transfer Amount,2
130,3172,16,Purchase,Purchases,1
228,3165,17,Promo CC,Convenience Check Amount,4
3031,4021,5,Purchase,Purchases,1
228,3167,17,Promo CC,Convenience Check Amount,4
218,3174,9,Promo BT,Balance Transfer Amount,2
218,3176,9,Promo BT,Balance Transfer Amount,2
218,3178,9,Promo BT,Balance Transfer Amount,2
104,3186,9,Promo CC,Convenience Check Amount,4
218,3187,9,Promo BT,Balance Transfer Amount,2
218,3189,9,Promo BT,Balance Transfer Amount,2
218,3191,9,Promo BT,Balance Transfer Amount,2
104,3194,8,LOL CC,Convenience Check Amount,4
218,3195,8,LOL BT,Balance Transfer Amount,2
218,3197,8,LOL BT,Balance Transfer Amount,2
104,3177,9,Promo CC,Convenience Check Amount,4
104,3180,3,Convenience Check,Convenience Check Amount,4
104,3182,9,Promo CC,Convenience Check Amount,4
104,3192,9,Promo CC,Convenience Check Amount,4
3006,3220,16,Purchase,Purchases,1
218,3183,9,Promo BT,Balance Transfer Amount,2
228,3175,9,Promo CC,Convenience Check Amount,4
300,3174,9,Promo BT,Balance Transfer Amount,2
300,3189,9,Promo BT,Balance Transfer Amount,2
1001,2228,1,Purchase,Purchases,1
1006,2228,1,Purchase,Purchases,1
228,3173,9,Promo CC,Convenience Check Amount,4
228,3188,9,Promo CC,Convenience Check Amount,4
300,3187,9,Promo BT,Balance Transfer Amount,2
3001,2003,5,Purchase,Purchases,1
3006,2003,5,Purchase,Purchases,1
218,3224,4,Promo BT,Balance Transfer Amount,2
218,3226,4,Promo BT,Balance Transfer Amount,2
218,3228,4,Promo BT,Balance Transfer Amount,2
218,3232,4,Promo BT,Balance Transfer Amount,2
104,3227,4,Promo CC,Convenience Check Amount,4
104,3231,4,Promo CC,Convenience Check Amount,4
104,3221,4,Promo CC,Convenience Check Amount,4
104,3223,4,Promo CC,Convenience Check Amount,4
104,3225,4,Promo CC,Convenience Check Amount,4
104,3229,4,Promo CC,Convenience Check Amount,4
106,2224,1,Purchase,Purchases,1
105,3,2,Cash Advance,Cash Advance Amount,3
104,4,2,Convenience Check,Convenience Check Amount,4
101,1024,5,Purchase,Purchases,1
101,2225,1,Purchase,Purchases,1
101,2226,1,Purchase,Purchases,1
101,3006,5,Purchase,Purchases,1
101,3010,5,Purchase,Purchases,1
101,3084,11,Purchase,Purchases,1
102,3000,2,Cash Advance,Cash Advance Amount,3
104,1008,4,Promo CC,Convenience Check Amount,4
104,3018,8,LOL CC,Convenience Check Amount,4
104,3050,4,Promo CC,Convenience Check Amount,4
104,3052,8,LOL CC,Convenience Check Amount,4
104,3054,9,Promo CC,Convenience Check Amount,4
104,3056,9,Promo CC,Convenience Check Amount,4
104,3058,9,Promo CC,Convenience Check Amount,4
104,3060,9,Promo CC,Convenience Check Amount,4
104,3062,8,LOL CC,Convenience Check Amount,4
104,3064,8,LOL CC,Convenience Check Amount,4
106,1024,5,Purchase,Purchases,1
160,1024,5,Purchase,Purchases,1
160,2226,1,Purchase,Purchases,1
1001,1,1,Purchase,Purchases,1
1006,1,1,Purchase,Purchases,1
1025,1,1,Purchase,Purchases,1
1026,1,1,Purchase,Purchases,1
3001,1,1,Purchase,Purchases,1
3006,1,1,Purchase,Purchases,1
3031,1,1,Purchase,Purchases,1
3036,1,1,Purchase,Purchases,1
107,3000,2,Cash Advance,Cash Advance Amount,3
131,1,1,Cash Advance,Cash Advance Amount,3
161,3000,2,Cash Advance,Cash Advance Amount,3
239,3,2,Cash Advance,Cash Advance Amount,3
1002,1,1,Cash Advance,Cash Advance Amount,3
1003,1,1,Cash Advance,Cash Advance Amount,3
1027,1,1,Cash Advance,Cash Advance Amount,3
3002,1,1,Cash Advance,Cash Advance Amount,3
3005,1,1,Cash Advance,Cash Advance Amount,3
3008,1,1,Cash Advance,Cash Advance Amount,3
3032,1,1,Cash Advance,Cash Advance Amount,3
3035,1,1,Cash Advance,Cash Advance Amount,3
218,1009,4,Promo BT,Balance Transfer Amount,2
218,2229,3,Balance Transfer,Balance Transfer Amount,2
218,3005,3,Balance Transfer,Balance Transfer Amount,2
218,3019,8,LOL BT,Balance Transfer Amount,2
218,3051,4,Promo BT,Balance Transfer Amount,2
218,3053,8,LOL BT,Balance Transfer Amount,2
218,3055,9,Promo BT,Balance Transfer Amount,2
218,3057,9,Promo BT,Balance Transfer Amount,2
218,3059,9,Promo BT,Balance Transfer Amount,2
218,3061,9,Promo BT,Balance Transfer Amount,2
218,3063,8,LOL BT,Balance Transfer Amount,2
218,3065,8,LOL BT,Balance Transfer Amount,2
218,3067,4,Promo BT,Balance Transfer Amount,2
218,3069,8,LOL BT,Balance Transfer Amount,2
218,3083,8,LOL BT,Balance Transfer Amount,2
218,3086,11,Promo BT,Balance Transfer Amount,2
218,4022,8,LOL BT,Balance Transfer Amount,2
296,1,1,Balance Transfer,Balance Transfer Amount,2
296,1,4,Promo BT,Balance Transfer Amount,2
300,2229,3,Balance Transfer,Balance Transfer Amount,2
300,3005,3,Balance Transfer,Balance Transfer Amount,2
300,3019,8,LOL BT,Balance Transfer Amount,2
328,1,1,Balance Transfer,Balance Transfer Amount,2
328,1,4,Promo BT,Balance Transfer Amount,2
104,3066,4,Promo CC,Convenience Check Amount,4
104,3068,8,LOL CC,Convenience Check Amount,4
104,3085,11,Promo CC,Convenience Check Amount,4
104,4023,8,LOL CC,Convenience Check Amount,4
104,4100,3,Convenience Check,Convenience Check Amount,4
112,1,4,Promo CC,Convenience Check Amount,4
112,1,1,Convenience Check,Convenience Check Amount,4
227,1,1,Convenience Check,Convenience Check Amount,4
227,1,4,Promo CC,Convenience Check Amount,4
228,4,2,Promo CC,Convenience Check Amount,4
228,4,2,Convenience Check,Convenience Check Amount,4
354,1,1,Purchase,Purchases,1
106,1,1,Purchase,Purchases,1
160,1,1,Purchase,Purchases,1
3001,2222,5,Purchase,Purchases,1
3002,3000,2,Cash Advance,Cash Advance Amount,3
1003,3,2,Cash Advance,Cash Advance Amount,3
104,3074,10,Promo CC,Convenience Check Amount,4
328,3004,3,Balance Transfer,Balance Transfer Amount,2
104,3070,10,Promo CC,Convenience Check Amount,4
218,3073,10,Promo BT,Balance Transfer Amount,2
3008,3000,2,Cash Advance,Cash Advance Amount,3
104,3072,10,Promo CC,Convenience Check Amount,4
218,3077,10,Promo BT,Balance Transfer Amount,2
296,2229,3,Balance Transfer,Balance Transfer Amount,2
106,2222,5,Purchase,Purchases,1
218,3079,8,LOL BT,Balance Transfer Amount,2
3005,3,2,Cash Advance,Cash Advance Amount,3
104,3078,8,LOL CC,Convenience Check Amount,4
1027,3000,2,Cash Advance,Cash Advance Amount,3
104,3076,10,Promo CC,Convenience Check Amount,4
218,3081,11,Promo BT,Balance Transfer Amount,2
218,3075,10,Promo BT,Balance Transfer Amount,2
101,4,2,Purchase,Purchases,1
101,31,3,Purchase,Purchases,1
218,3090,11,Promo BT,Balance Transfer Amount,2
300,3051,4,Promo BT,Balance Transfer Amount,2
300,3067,4,Promo BT,Balance Transfer Amount,2
218,3071,10,Promo BT,Balance Transfer Amount,2
228,3050,4,Promo CC,Convenience Check Amount,4
228,3072,10,Promo CC,Convenience Check Amount,4
300,3057,9,Promo BT,Balance Transfer Amount,2
228,3056,9,Promo CC,Convenience Check Amount,4
300,3079,8,LOL BT,Balance Transfer Amount,2
218,3088,11,Promo BT,Balance Transfer Amount,2
228,3018,8,LOL CC,Convenience Check Amount,4
300,3073,10,Promo BT,Balance Transfer Amount,2
1002,3000,2,Cash Advance,Cash Advance Amount,3
300,3063,8,LOL BT,Balance Transfer Amount,2
228,3078,8,LOL CC,Convenience Check Amount,4
3001,2226,1,Purchase,Purchases,1
3001,3010,5,Purchase,Purchases,1
3006,3010,5,Purchase,Purchases,1
3001,3008,5,Purchase,Purchases,1
101,2222,5,Purchase,Purchases,1
104,3089,11,Promo CC,Convenience Check Amount,4
104,3080,11,Promo CC,Convenience Check Amount,4
104,3087,11,Promo CC,Convenience Check Amount,4
104,3082,8,LOL CC,Convenience Check Amount,4
300,3081,11,Promo BT,Balance Transfer Amount,2
300,3069,8,LOL BT,Balance Transfer Amount,2
1001,1024,5,Purchase,Purchases,1
3006,1024,5,Purchase,Purchases,1
3001,1024,5,Purchase,Purchases,1
160,3010,5,Purchase,Purchases,1
3006,2226,1,Purchase,Purchases,1
3001,3084,5,Purchase,Purchases,1
1001,3084,5,Purchase,Purchases,1
160,3084,5,Purchase,Purchases,1
296,3005,3,Balance Transfer,Balance Transfer Amount,2
228,4100,3,Convenience Check,Convenience Check Amount,4
1006,2226,1,Purchase,Purchases,1
1006,3084,5,Purchase,Purchases,1
238,3,2,Cash Advance,Cash Advance Amount,3
1001,3008,5,Purchase,Purchases,1
1006,3008,5,Purchase,Purchases,1
3006,3008,5,Purchase,Purchases,1
3006,3006,5,Purchase,Purchases,1
218,31,3,Balance Transfer,Balance Transfer Amount,2
1025,2226,1,Purchase,Purchases,1
300,3055,9,Promo BT,Balance Transfer Amount,2
3032,3000,2,Cash Advance,Cash Advance Amount,3
300,3065,8,LOL BT,Balance Transfer Amount,2
300,31,3,Balance Transfer,Balance Transfer Amount,2
1006,2225,1,Purchase,Purchases,1
328,3057,9,Promo BT,Balance Transfer Amount,2
1001,2225,1,Purchase,Purchases,1
328,3005,3,Balance Transfer,Balance Transfer Amount,2
296,31,3,Balance Transfer,Balance Transfer Amount,2
227,4,2,Convenience Check,Convenience Check Amount,4
324,24,6,Purchase,Purchases,1
106,3010,5,Purchase,Purchases,1
227,3050,4,Promo CC,Convenience Check Amount,4
3031,3008,5,Purchase,Purchases,1
296,3051,3,Balance Transfer,Balance Transfer Amount,2
218,3009,4,Promo BT,Balance Transfer Amount,2
218,3112,8,LOL BT,Balance Transfer Amount,2
131,3000,2,Cash Advance,Cash Advance Amount,3
218,3108,12,Promo BT,Balance Transfer Amount,2
300,3090,11,Promo BT,Balance Transfer Amount,2
1001,2222,5,Purchase,Purchases,1
1006,2222,5,Purchase,Purchases,1
3006,2222,5,Purchase,Purchases,1
130,2226,1,Purchase,Purchases,1
228,3082,8,LOL CC,Convenience Check Amount,4
300,3083,8,LOL BT,Balance Transfer Amount,2
300,4022,8,LOL BT,Balance Transfer Amount,2
106,3084,5,Purchase,Purchases,1
218,3106,12,Promo BT,Balance Transfer Amount,2
104,3105,12,Promo CC,Convenience Check Amount,4
3002,2,2,Cash Advance,Cash Advance Amount,3
104,3111,8,LOL CC,Convenience Check Amount,4
161,2,2,Cash Advance,Cash Advance Amount,3
300,3108,12,Promo BT,Balance Transfer Amount,2
328,3108,12,Promo BT,Balance Transfer Amount,2
1027,2,2,Cash Advance,Cash Advance Amount,3
300,3106,12,Promo BT,Balance Transfer Amount,2
1006,3006,5,Purchase,Purchases,1
300,3112,8,LOL BT,Balance Transfer Amount,2
1025,3084,5,Purchase,Purchases,1
228,3107,12,Promo CC,Convenience Check Amount,4
1006,3010,5,Purchase,Purchases,1
3001,3084,11,Purchase,Purchases,1
1001,3084,11,Purchase,Purchases,1
3006,3084,11,Purchase,Purchases,1
228,3068,8,LOL CC,Convenience Check Amount,4
106,2225,1,Purchase,Purchases,1
160,2225,1,Purchase,Purchases,1
218,3020,4,Promo BT,Balance Transfer Amount,2
104,3007,4,Promo CC,Convenience Check Amount,4
300,3020,4,Promo BT,Balance Transfer Amount,2
130,2225,1,Purchase,Purchases,1
228,3007,4,Promo CC,Convenience Check Amount,4
3031,3115,1,Purchase,Purchases,1
300,3394,8,LOL BT,Balance Transfer Amount,2
3036,3115,1,Purchase,Purchases,1
228,3387,18,Promo CC,Convenience Check Amount,4
228,3393,8,LOL CC,Convenience Check Amount,4
228,3397,8,LOL CC,Convenience Check Amount,4
300,3412,18,Promo BT,Balance Transfer Amount,2
104,3562,18,Promo CC,Convenience Check Amount,4
104,3564,18,Promo CC,Convenience Check Amount,4
104,3572,20,LOL CC,Convenience Check Amount,4
104,3580,18,Promo CC,Convenience Check Amount,4
300,3563,18,Promo BT,Balance Transfer Amount,2
1028,1027,15,Cash Advance,Cash Advance Amount,3
228,3586,20,LOL CC,Convenience Check Amount,4
228,3572,20,LOL CC,Convenience Check Amount,4
300,3575,20,LOL BT,Balance Transfer Amount,2
109,1028,15,Cash Advance,Cash Advance Amount,3
228,3591,8,LOL CC,Convenience Check Amount,4
228,3603,8,LOL CC,Convenience Check Amount,4
300,3602,9,Promo BT,Balance Transfer Amount,2
218,3609,4,Promo BT,Balance Transfer Amount,2
218,3613,20,LOL BT,Balance Transfer Amount,2
218,3615,20,LOL BT,Balance Transfer Amount,2
218,3617,20,LOL BT,Balance Transfer Amount,2
218,3625,20,LOL BT,Balance Transfer Amount,2
218,3627,4,Promo BT,Balance Transfer Amount,2
218,3629,4,Promo BT,Balance Transfer Amount,2
300,3613,20,LOL BT,Balance Transfer Amount,2
104,3624,20,LOL CC,Convenience Check Amount,4
104,3628,4,Promo CC,Convenience Check Amount,4
104,3635,4,Promo CC,Convenience Check Amount,4
104,3639,4,Promo CC,Convenience Check Amount,4
104,3552,14,Promo CC,Convenience Check Amount,4
300,3615,20,LOL BT,Balance Transfer Amount,2
3001,2015,5,Purchase,Purchases,1
228,3593,8,LOL CC,Convenience Check Amount,4
104,3641,20,LOL CC,Convenience Check Amount,4
3031,3632,16,Purchase,Purchases,1
3031,3633,16,Purchase,Purchases,1
228,3616,20,LOL CC,Convenience Check Amount,4
228,3626,4,Promo CC,Convenience Check Amount,4
106,3633,16,Purchase,Purchases,1
130,3633,16,Purchase,Purchases,1
1001,2015,5,Purchase,Purchases,1
375,1,1,Purchase,Purchases,1
376,1,1,Purchase,Purchases,1
104,3656,8,LOL CC,Convenience Check Amount,4
104,3659,17,Promo CC,Convenience Check Amount,4
300,3648,8,LOL BT,Balance Transfer Amount,2
218,3606,4,Promo BT,Balance Transfer Amount,2
130,2015,5,Purchase,Purchases,1
228,3679,19,Promo CC,Convenience Check Amount,4
228,3668,20,LOL CC,Convenience Check Amount,4
300,3676,19,Promo BT,Balance Transfer Amount,2
1006,1024,5,Purchase,Purchases,1
1001,3010,5,Purchase,Purchases,1
1001,2226,1,Purchase,Purchases,1
3006,3084,5,Purchase,Purchases,1
296,3019,8,LOL BT,Balance Transfer Amount,2
101,3084,5,Purchase,Purchases,1
109,1,1,Purchase,Purchases,1
1001,3006,5,Purchase,Purchases,1
3001,3006,5,Purchase,Purchases,1
104,3051,4,Promo CC,Convenience Check Amount,4
300,3059,9,Promo BT,Balance Transfer Amount,2
112,4,2,Convenience Check,Convenience Check Amount,4
328,3051,4,Promo BT,Balance Transfer Amount,2
106,2226,1,Purchase,Purchases,1
227,1,3,Convenience Check,Convenience Check Amount,4
228,1008,4,Promo CC,Convenience Check Amount,4
3035,3,2,Cash Advance,Cash Advance Amount,3
296,3020,4,Promo BT,Balance Transfer Amount,2
218,3110,12,Promo BT,Balance Transfer Amount,2
228,3080,11,Promo CC,Convenience Check Amount,4
160,2222,5,Purchase,Purchases,1
104,3109,12,Promo CC,Convenience Check Amount,4
104,3107,12,Promo CC,Convenience Check Amount,4
3001,3113,1,Purchase,Purchases,1
1002,2,2,Cash Advance,Cash Advance Amount,3
328,3106,12,Promo BT,Balance Transfer Amount,2
1001,3113,1,Purchase,Purchases,1
296,3073,10,Promo BT,Balance Transfer Amount,2
228,3066,4,Promo CC,Convenience Check Amount,4
228,3062,8,LOL CC,Convenience Check Amount,4
300,3120,4,Promo BT,Balance Transfer Amount,2
300,3123,4,Promo BT,Balance Transfer Amount,2
320,3125,4,Promo BT,Balance Transfer Amount,2
320,3122,4,Promo BT,Balance Transfer Amount,2
320,3127,8,LOL BT,Balance Transfer Amount,2
328,3128,8,LOL BT,Balance Transfer Amount,2
300,8727,8,LOL BT,Balance Transfer Amount,2
104,8706,8,LOL CC,Convenience Check Amount,4
104,8711,10,Promo CC,Convenience Check Amount,4
104,8703,10,Promo CC,Convenience Check Amount,4
104,8704,10,Promo CC,Convenience Check Amount,4
104,8717,10,Promo CC,Convenience Check Amount,4
104,8718,10,Promo CC,Convenience Check Amount,4
104,8722,8,LOL CC,Convenience Check Amount,4
104,8726,8,LOL CC,Convenience Check Amount,4
296,3644,17,Promo BT,Balance Transfer Amount,2
