tran_code,tran_cat_code,tran_terms_bal,Tran_Desc,Tran_Group,Rank
228,3683,12,Promo CC,Convenience Check Amount,4
300,3730,20,LOL BT,Balance Transfer Amount,2
228,3737,20,LOL CC,Convenience Check Amount,4
300,3715,3,Balance Transfer,Balance Transfer Amount,2
296,3734,13,Promo BT,Balance Transfer Amount,2
228,8706,8,LOL CC,Convenience Check Amount,4
228,8711,10,Promo CC,Convenience Check Amount,4
104,3723,13,Promo CC,Convenience Check Amount,4
104,3726,13,Promo CC,Convenience Check Amount,4
104,3145,13,Promo CC,Convenience Check Amount,4
104,3716,13,Promo CC,Convenience Check Amount,4
218,3724,20,LOL BT,Balance Transfer Amount,2
104,3737,20,LOL CC,Convenience Check Amount,4
227,3126,8,LOL CC,Convenience Check Amount,4
300,3721,20,LOL BT,Balance Transfer Amount,2
104,3722,20,LOL CC,Convenience Check Amount,4
228,3731,20,LOL CC,Convenience Check Amount,4
104,3732,13,Promo CC,Convenience Check Amount,4
228,3732,13,Promo CC,Convenience Check Amount,4
228,3727,13,Promo CC,Convenience Check Amount,4
300,3734,13,Promo BT,Balance Transfer Amount,2
228,3718,13,Promo CC,Convenience Check Amount,4
296,3665,20,LOL BT,Balance Transfer Amount,2
104,8709,8,LOL CC,Convenience Check Amount,4
228,8709,8,LOL CC,Convenience Check Amount,4
104,8715,8,LOL CC,Convenience Check Amount,4
9502,2,2,Cash Advance,Cash Advance Amount,3
104,3718,13,Promo CC,Convenience Check Amount,4
300,3725,13,Promo BT,Balance Transfer Amount,2
104,3727,13,Promo CC,Convenience Check Amount,4
104,3731,20,LOL CC,Convenience Check Amount,4
104,3733,20,LOL CC,Convenience Check Amount,4
104,3735,13,Promo CC,Convenience Check Amount,4
228,3723,13,Promo CC,Convenience Check Amount,4
227,3733,20,LOL CC,Convenience Check Amount,4
228,3735,13,Promo CC,Convenience Check Amount,4
102,1027,15,Cash Advance,Cash Advance Amount,3
161,1027,15,Cash Advance,Cash Advance Amount,3
300,3736,20,LOL BT,Balance Transfer Amount,2
112,3128,8,LOL CC,Convenience Check Amount,4
104,3159,3,Convenience Check,Convenience Check Amount,4
300,3728,13,Promo BT,Balance Transfer Amount,2
218,8710,8,LOL BT,Balance Transfer Amount,2
218,8716,8,LOL BT,Balance Transfer Amount,2
218,3730,20,LOL BT,Balance Transfer Amount,2
300,3717,13,Promo BT,Balance Transfer Amount,2
228,3720,20,LOL CC,Convenience Check Amount,4
218,3715,3,Balance Transfer,Balance Transfer Amount,2
218,8701,10,Promo BT,Balance Transfer Amount,2
218,8707,8,LOL BT,Balance Transfer Amount,2
218,8713,10,Promo BT,Balance Transfer Amount,2
218,8714,8,LOL BT,Balance Transfer Amount,2
218,8719,10,Promo BT,Balance Transfer Amount,2
218,8720,10,Promo BT,Balance Transfer Amount,2
218,8727,8,LOL BT,Balance Transfer Amount,2
218,3160,3,Balance Transfer,Balance Transfer Amount,2
218,3260,3,Balance Transfer,Balance Transfer Amount,2
104,4210,3,Convenience Check,Convenience Check Amount,4
104,8702,10,Promo CC,Convenience Check Amount,4
218,8705,10,Promo BT,Balance Transfer Amount,2
218,8724,8,LOL BT,Balance Transfer Amount,2
300,3588,9,Promo BT,Balance Transfer Amount,2
104,3589,9,Promo CC,Convenience Check Amount,4
104,3593,8,LOL CC,Convenience Check Amount,4
300,3600,9,Promo BT,Balance Transfer Amount,2
102,3,2,Cash Advance,Cash Advance Amount,3
300,3598,8,LOL BT,Balance Transfer Amount,2
227,3566,20,LOL CC,Convenience Check Amount,4
227,3578,18,Promo CC,Convenience Check Amount,4
227,3595,8,LOL CC,Convenience Check Amount,4
227,3599,9,Promo CC,Convenience Check Amount,4
104,3614,20,LOL CC,Convenience Check Amount,4
104,3616,20,LOL CC,Convenience Check Amount,4
104,3626,4,Promo CC,Convenience Check Amount,4
104,3638,20,LOL CC,Convenience Check Amount,4
104,3640,20,LOL CC,Convenience Check Amount,4
300,3585,18,Promo BT,Balance Transfer Amount,2
300,3625,20,LOL BT,Balance Transfer Amount,2
228,3638,20,LOL CC,Convenience Check Amount,4
228,3614,20,LOL CC,Convenience Check Amount,4
104,3661,17,Promo CC,Convenience Check Amount,4
218,3631,20,LOL BT,Balance Transfer Amount,2
106,3632,16,Purchase,Purchases,1
130,3632,16,Purchase,Purchases,1
218,3050,4,Promo BT,Balance Transfer Amount,2
300,8353,21,Promo BT,Balance Transfer Amount,2
300,2004,3,Balance Transfer,Balance Transfer Amount,2
300,402,1003,Balance Transfer,Balance Transfer Amount,2
138,2004,5,Purchase,Purchases,1
218,8346,24,Promo CC,Convenience Check Amount,4
228,8374,31,Promo CC,Convenience Check Amount,4
146,8346,24,Promo CC,Convenience Check Amount,4
223,8501,2,Cash Advance,Cash Advance Amount,3
9501,8803,16,Purchase,Purchases,1
218,8366,29,Promo CC,Convenience Check Amount,4
228,8334,24,Promo CC,Convenience Check Amount,4
138,1,1,Purchase,Purchases,1
5601,1,1,Purchase,Purchases,1
5602,2,2,Cash Advance,Cash Advance Amount,3
5606,1,1,Purchase,Purchases,1
101,8344,24,Purchase,Purchases,1
160,8349,5,Purchase,Purchases,1
160,2010,5,Purchase,Purchases,1
1001,3684,12,Purchase,Purchases,1
1006,2007,5,Purchase,Purchases,1
160,8341,23,Purchase,Purchases,1
7155,2010,5,ON-US PURCHASE,Purchases,1
7146,2004,5,ON-US PURCHASE,Purchases,1
218,3368,11,Promo BT,Balance Transfer Amount,2
218,3376,11,Promo BT,Balance Transfer Amount,2
218,3384,8,LOL BT,Balance Transfer Amount,2
104,3365,11,Promo CC,Convenience Check Amount,4
104,3369,11,Promo CC,Convenience Check Amount,4
104,3383,8,LOL CC,Convenience Check Amount,4
104,3381,8,LOL CC,Convenience Check Amount,4
296,3525,20,LOL BT,Balance Transfer Amount,2
228,3548,8,LOL CC,Convenience Check Amount,4
228,3557,8,LOL CC,Convenience Check Amount,4
300,3688,8,LOL BT,Balance Transfer Amount,2
218,3690,8,LOL BT,Balance Transfer Amount,2
218,3693,12,Promo BT,Balance Transfer Amount,2
300,3690,8,LOL BT,Balance Transfer Amount,2
104,3691,8,LOL CC,Convenience Check Amount,4
228,3662,19,Promo CC,Convenience Check Amount,4
104,3671,20,LOL CC,Convenience Check Amount,4
1003,3682,2,Cash Advance,Cash Advance Amount,3
3008,3682,2,Cash Advance,Cash Advance Amount,3
104,3694,12,Promo CC,Convenience Check Amount,4
104,3695,8,LOL CC,Convenience Check Amount,4
104,3697,12,Promo CC,Convenience Check Amount,4
218,3696,8,LOL BT,Balance Transfer Amount,2
300,3686,8,LOL BT,Balance Transfer Amount,2
300,3684,12,Promo BT,Balance Transfer Amount,2
104,3699,8,LOL CC,Convenience Check Amount,4
218,3672,20,LOL BT,Balance Transfer Amount,2
218,3417,9,Promo BT,Balance Transfer Amount,2
218,3427,8,LOL BT,Balance Transfer Amount,2
218,3431,9,Promo BT,Balance Transfer Amount,2
218,3439,9,Promo BT,Balance Transfer Amount,2
104,3416,9,Promo CC,Convenience Check Amount,4
218,3419,9,Promo BT,Balance Transfer Amount,2
218,3421,9,Promo BT,Balance Transfer Amount,2
218,3425,9,Promo BT,Balance Transfer Amount,2
218,3429,8,LOL BT,Balance Transfer Amount,2
218,3433,9,Promo BT,Balance Transfer Amount,2
218,3443,8,LOL BT,Balance Transfer Amount,2
104,3418,9,Promo CC,Convenience Check Amount,4
104,3420,9,Promo CC,Convenience Check Amount,4
104,3422,8,LOL CC,Convenience Check Amount,4
218,3423,8,LOL BT,Balance Transfer Amount,2
104,3424,9,Promo CC,Convenience Check Amount,4
104,3426,8,LOL CC,Convenience Check Amount,4
104,3428,8,LOL CC,Convenience Check Amount,4
104,3430,9,Promo CC,Convenience Check Amount,4
218,3435,8,LOL BT,Balance Transfer Amount,2
104,3434,8,LOL CC,Convenience Check Amount,4
218,3437,9,Promo BT,Balance Transfer Amount,2
104,3442,8,LOL CC,Convenience Check Amount,4
104,3432,9,Promo CC,Convenience Check Amount,4
104,3438,9,Promo CC,Convenience Check Amount,4
104,3436,9,Promo CC,Convenience Check Amount,4
300,3429,8,LOL BT,Balance Transfer Amount,2
228,3420,9,Promo CC,Convenience Check Amount,4
300,3417,9,Promo BT,Balance Transfer Amount,2
218,2004,3,Balance Transfer,Balance Transfer Amount,2
218,3636,4,Promo BT,Balance Transfer Amount,2
160,2004,5,Purchase,Purchases,1
296,3627,4,Promo BT,Balance Transfer Amount,2
328,31,3,Balance Transfer,Balance Transfer Amount,2
228,3647,8,LOL CC,Convenience Check Amount,4
104,3677,20,LOL CC,Convenience Check Amount,4
104,3668,20,LOL CC,Convenience Check Amount,4
228,3670,20,LOL CC,Convenience Check Amount,4
300,2004,5,Purchase,Purchases,1
300,3667,20,LOL BT,Balance Transfer Amount,2
228,3664,20,LOL CC,Convenience Check Amount,4
296,3648,8,LOL BT,Balance Transfer Amount,2
218,2222,5,Purchase,Purchases,1
320,3119,4,Promo BT,Balance Transfer Amount,2
218,8740,20,LOL BT,Balance Transfer Amount,2
218,8736,20,LOL BT,Balance Transfer Amount,2
218,8750,14,Promo BT,Balance Transfer Amount,2
218,8730,14,Promo BT,Balance Transfer Amount,2
218,8748,20,LOL BT,Balance Transfer Amount,2
218,8762,20,LOL BT,Balance Transfer Amount,2
218,8752,20,LOL BT,Balance Transfer Amount,2
218,2030,3,Balance Transfer,Balance Transfer Amount,2
218,8746,14,Promo BT,Balance Transfer Amount,2
218,8744,20,LOL BT,Balance Transfer Amount,2
218,8754,20,LOL BT,Balance Transfer Amount,2
218,8760,14,Promo BT,Balance Transfer Amount,2
218,8742,20,LOL BT,Balance Transfer Amount,2
296,8349,25,Promo BT,Balance Transfer Amount,2
1006,8734,5,Promo BT,Balance Transfer Amount,2
7146,1009,4,ON-US PURCHASE,Purchases,1
101,8337,22,Purchase,Purchases,1
106,3050,5,Purchase,Purchases,1
104,8339,23,Promo BT,Balance Transfer Amount,2
104,8361,28,Promo BT,Balance Transfer Amount,2
300,8336,22,Promo CC,Convenience Check Amount,4
7146,8345,24,ON-US PURCHASE,Purchases,1
160,8345,5,Purchase,Purchases,1
300,8734,25,Promo BT,Balance Transfer Amount,2
101,8332,21,Purchase,Purchases,1
101,8338,22,Purchase,Purchases,1
375,4,2,Balance Transfer,Balance Transfer Amount,2
376,4,2,Balance Transfer,Balance Transfer Amount,2
3006,8734,5,Purchase,Purchases,1
101,8359,28,Purchase,Purchases,1
101,8377,32,Purchase,Purchases,1
300,8350,21,Promo BT,Balance Transfer Amount,2
1006,8374,5,Purchase,Purchases,1
160,3051,5,Purchase,Purchases,1
160,8339,5,Purchase,Purchases,1
160,8377,32,Purchase,Purchases,1
106,8334,5,Purchase,Purchases,1
300,8332,21,Promo BT,Balance Transfer Amount,2
106,2004,5,Purchase,Purchases,1
160,8734,5,Purchase,Purchases,1
228,8332,21,Promo BT,Balance Transfer Amount,2
300,8331,21,Promo BT,Balance Transfer Amount,2
228,8332,3,Promo BT,Balance Transfer Amount,2
106,8333,5,Purchase,Purchases,1
228,8357,28,Promo BT,Balance Transfer Amount,2
106,2010,5,Purchase,Purchases,1
104,8360,28,Promo BT,Balance Transfer Amount,2
3006,8332,5,Purchase,Purchases,1
300,8334,28,Promo BT,Balance Transfer Amount,2
3006,8361,5,Purchase,Purchases,1
300,2015,21,Promo BT,Balance Transfer Amount,2
218,8338,22,Promo BT,Balance Transfer Amount,2
218,8358,27,Balance Transfer,Balance Transfer Amount,2
104,8365,29,Promo BT,Balance Transfer Amount,2
228,8360,28,Promo BT,Balance Transfer Amount,2
300,8359,28,Promo BT,Balance Transfer Amount,2
354,1000,1,Purchase,Purchases,1
228,8374,21,Balance Transfer,Balance Transfer Amount,2
354,20,6,Purchase,Purchases,1
296,8361,28,Promo BT,Balance Transfer Amount,2
300,8334,3,Promo BT,Balance Transfer Amount,2
300,8349,3,Promo BT,Balance Transfer Amount,2
101,8354,26,Promo BT,Balance Transfer Amount,2
101,8335,22,Balance Transfer,Balance Transfer Amount,2
219,8350,25,Promo BT,Balance Transfer Amount,2
218,8332,21,Promo BT,Balance Transfer Amount,2
1006,8332,5,Purchase,Purchases,1
160,8345,24,Promo BT,Balance Transfer Amount,2
106,8338,22,Purchase,Purchases,1
104,8359,28,Promo BT,Balance Transfer Amount,2
106,2016,32,Promo BT,Balance Transfer Amount,2
106,8341,23,Promo BT,Balance Transfer Amount,2
106,8350,25,Promo BT,Balance Transfer Amount,2
106,8358,27,Promo BT,Balance Transfer Amount,2
176,21,4,Convenience Check,Convenience Check Amount,4
104,8369,30,Promo CC,Convenience Check Amount,4
300,8361,25,Promo BT,Balance Transfer Amount,2
228,8734,21,Promo CC,Convenience Check Amount,4
218,3364,11,Promo BT,Balance Transfer Amount,2
228,3365,11,Promo CC,Convenience Check Amount,4
228,3344,10,Promo CC,Convenience Check Amount,4
101,2009,5,Purchase,Purchases,1
228,3342,10,Promo CC,Convenience Check Amount,4
160,2009,5,Purchase,Purchases,1
218,3388,18,Promo BT,Balance Transfer Amount,2
218,3392,8,LOL BT,Balance Transfer Amount,2
218,3404,18,Promo BT,Balance Transfer Amount,2
218,2003,5,Purchase,Purchases,1
218,3412,18,Promo BT,Balance Transfer Amount,2
104,3391,8,LOL CC,Convenience Check Amount,4
104,3405,18,Promo CC,Convenience Check Amount,4
104,3389,18,Promo CC,Convenience Check Amount,4
218,3396,18,Promo BT,Balance Transfer Amount,2
104,3401,18,Promo CC,Convenience Check Amount,4
104,3411,18,Promo CC,Convenience Check Amount,4
130,2003,5,Purchase,Purchases,1
300,3396,18,Promo BT,Balance Transfer Amount,2
228,3385,18,Promo CC,Convenience Check Amount,4
300,4029,17,Promo BT,Balance Transfer Amount,2
300,4025,17,Promo BT,Balance Transfer Amount,2
300,3427,8,LOL BT,Balance Transfer Amount,2
296,3388,18,Promo BT,Balance Transfer Amount,2
130,1,1,Purchase,Purchases,1
218,3447,19,Promo BT,Balance Transfer Amount,2
218,3453,19,Promo BT,Balance Transfer Amount,2
218,3463,8,LOL BT,Balance Transfer Amount,2
104,3458,19,Promo CC,Convenience Check Amount,4
104,3446,19,Promo CC,Convenience Check Amount,4
104,3452,19,Promo CC,Convenience Check Amount,4
110,2,2,Cash Advance,Cash Advance Amount,3
300,3445,19,Promo BT,Balance Transfer Amount,2
228,3450,19,Promo CC,Convenience Check Amount,4
228,3456,8,LOL CC,Convenience Check Amount,4
218,3483,12,Promo BT,Balance Transfer Amount,2
218,3475,12,Promo BT,Balance Transfer Amount,2
218,3485,12,Promo BT,Balance Transfer Amount,2
228,3530,10,Promo CC,Convenience Check Amount,4
300,3549,8,LOL BT,Balance Transfer Amount,2
300,3547,8,LOL BT,Balance Transfer Amount,2
228,3546,8,LOL CC,Convenience Check Amount,4
300,3577,20,LOL BT,Balance Transfer Amount,2
1003,1027,15,Cash Advance,Cash Advance Amount,3
300,3569,20,LOL BT,Balance Transfer Amount,2
107,1028,15,Cash Advance,Cash Advance Amount,3
228,3304,8,LOL CC,Convenience Check Amount,4
104,3558,14,Promo CC,Convenience Check Amount,4
300,3581,18,Promo BT,Balance Transfer Amount,2
228,3597,8,LOL CC,Convenience Check Amount,4
101,2009,1,Purchase,Purchases,1
300,3594,8,LOL BT,Balance Transfer Amount,2
300,3590,9,Promo BT,Balance Transfer Amount,2
227,4030,8,LOL CC,Convenience Check Amount,4
296,4031,8,LOL BT,Balance Transfer Amount,2
131,1028,15,Cash Advance,Cash Advance Amount,3
227,3111,8,LOL CC,Convenience Check Amount,4
130,3115,1,Purchase,Purchases,1
296,3567,20,LOL BT,Balance Transfer Amount,2
227,3589,9,Promo CC,Convenience Check Amount,4
296,3592,8,LOL BT,Balance Transfer Amount,2
296,3600,9,Promo BT,Balance Transfer Amount,2
300,3543,14,Promo BT,Balance Transfer Amount,2
218,3634,4,Promo BT,Balance Transfer Amount,2
101,2004,1,Purchase,Purchases,1
101,2007,1,Purchase,Purchases,1
300,3629,4,Promo BT,Balance Transfer Amount,2
1001,3632,16,Purchase,Purchases,1
1006,3632,16,Purchase,Purchases,1
3006,3632,16,Purchase,Purchases,1
1006,3633,16,Purchase,Purchases,1
3006,3633,16,Purchase,Purchases,1
3008,2,2,Cash Advance,Cash Advance Amount,3
3006,2015,5,Purchase,Purchases,1
293,2,2,Cash Advance,Cash Advance Amount,3
378,2,2,Cash Advance,Cash Advance Amount,3
238,1028,15,Cash Advance,Cash Advance Amount,3
104,3653,8,LOL CC,Convenience Check Amount,4
300,3658,17,Promo BT,Balance Transfer Amount,2
300,3609,4,Promo BT,Balance Transfer Amount,2
1001,2010,5,Purchase,Purchases,1
1006,2010,5,Purchase,Purchases,1
104,3645,17,Promo CC,Convenience Check Amount,4
104,3654,8,LOL CC,Convenience Check Amount,4
228,3624,20,LOL CC,Convenience Check Amount,4
300,3650,8,LOL BT,Balance Transfer Amount,2
300,3652,8,LOL BT,Balance Transfer Amount,2
228,3657,17,Promo CC,Convenience Check Amount,4
228,3654,8,LOL CC,Convenience Check Amount,4
300,3660,17,Promo BT,Balance Transfer Amount,2
101,3114,5,Purchase,Purchases,1
104,3670,20,LOL CC,Convenience Check Amount,4
3036,2226,1,Purchase,Purchases,1
104,3678,20,LOL CC,Convenience Check Amount,4
300,3663,19,Promo BT,Balance Transfer Amount,2
296,3680,19,Promo BT,Balance Transfer Amount,2
300,3669,20,LOL BT,Balance Transfer Amount,2
104,3466,12,Promo CC,Convenience Check Amount,4
104,3468,20,LOL CC,Convenience Check Amount,4
104,3476,12,Promo CC,Convenience Check Amount,4
104,3472,12,Promo CC,Convenience Check Amount,4
300,3467,12,Promo BT,Balance Transfer Amount,2
228,3452,19,Promo CC,Convenience Check Amount,4
228,3422,8,LOL CC,Convenience Check Amount,4
300,3465,12,Promo BT,Balance Transfer Amount,2
102,1025,15,Cash Advance,Cash Advance Amount,3
1028,1026,15,Cash Advance,Cash Advance Amount,3
228,4026,17,Promo CC,Convenience Check Amount,4
218,3495,13,Promo BT,Balance Transfer Amount,2
239,1026,15,Cash Advance,Cash Advance Amount,3
300,3471,20,LOL BT,Balance Transfer Amount,2
296,4022,8,LOL BT,Balance Transfer Amount,2
227,3675,19,Promo CC,Convenience Check Amount,4
104,3683,12,Promo CC,Convenience Check Amount,4
104,3685,8,LOL CC,Convenience Check Amount,4
104,3687,8,LOL CC,Convenience Check Amount,4
104,3689,8,LOL CC,Convenience Check Amount,4
104,3692,12,Promo CC,Convenience Check Amount,4
300,3693,12,Promo BT,Balance Transfer Amount,2
1026,2003,5,Purchase,Purchases,1
228,3689,8,LOL CC,Convenience Check Amount,4
227,3574,20,LOL CC,Convenience Check Amount,4
227,3689,8,LOL CC,Convenience Check Amount,4
228,3692,12,Promo CC,Convenience Check Amount,4
104,3714,12,Promo CC,Convenience Check Amount,4
300,3323,19,Promo BT,Balance Transfer Amount,2
300,3329,19,Promo BT,Balance Transfer Amount,2
300,3321,19,Promo BT,Balance Transfer Amount,2
160,2007,5,Purchase,Purchases,1
300,3325,19,Promo BT,Balance Transfer Amount,2
300,3331,19,Promo BT,Balance Transfer Amount,2
300,3335,8,LOL BT,Balance Transfer Amount,2
228,3334,8,LOL CC,Convenience Check Amount,4
228,3320,19,Promo CC,Convenience Check Amount,4
218,3341,10,Promo BT,Balance Transfer Amount,2
218,3343,10,Promo BT,Balance Transfer Amount,2
104,8747,14,Promo CC,Convenience Check Amount,4
218,8732,14,Promo BT,Balance Transfer Amount,2
104,8739,20,LOL CC,Convenience Check Amount,4
218,8734,14,Promo BT,Balance Transfer Amount,2
300,8746,14,Promo BT,Balance Transfer Amount,2
104,8755,20,LOL CC,Convenience Check Amount,4
104,8743,21,LOL CC,Convenience Check Amount,4
104,8731,14,Promo CC,Convenience Check Amount,4
104,8765,20,LOL CC,Convenience Check Amount,4
104,8741,20,LOL CC,Convenience Check Amount,4
104,8761,14,Promo CC,Convenience Check Amount,4
104,8753,14,Promo CC,Convenience Check Amount,4
300,8705,10,Promo BT,Balance Transfer Amount,2
104,8759,20,LOL CC,Convenience Check Amount,4
104,8745,20,LOL CC,Convenience Check Amount,4
104,8763,20,LOL CC,Convenience Check Amount,4
104,8737,14,Promo CC,Convenience Check Amount,4
104,8735,14,Promo CC,Convenience Check Amount,4
104,8757,20,LOL CC,Convenience Check Amount,4
104,8749,14,Promo CC,Convenience Check Amount,4
300,8744,20,LOL BT,Balance Transfer Amount,2
296,8719,10,Promo BT,Balance Transfer Amount,2
104,8751,20,LOL CC,Convenience Check Amount,4
104,8733,14,Promo CC,Convenience Check Amount,4
300,8740,20,LOL BT,Balance Transfer Amount,2
300,8730,14,Promo BT,Balance Transfer Amount,2
300,8760,14,Promo BT,Balance Transfer Amount,2
228,8741,20,LOL CC,Convenience Check Amount,4
300,8752,20,LOL BT,Balance Transfer Amount,2
218,8764,20,LOL BT,Balance Transfer Amount,2
228,8755,20,LOL CC,Convenience Check Amount,4
228,8739,20,LOL CC,Convenience Check Amount,4
3001,8803,16,Purchase,Purchases,1
3006,8802,16,Purchase,Purchases,1
1001,8802,16,Purchase,Purchases,1
101,8803,16,Purchase,Purchases,1
3001,8802,16,Purchase,Purchases,1
3006,8803,16,Purchase,Purchases,1
1006,8802,16,Purchase,Purchases,1
1001,8803,16,Purchase,Purchases,1
101,8802,16,Purchase,Purchases,1
1006,8803,16,Purchase,Purchases,1
160,8802,16,Purchase,Purchases,1
3031,8802,16,Purchase,Purchases,1
106,8803,16,Purchase,Purchases,1
130,8803,16,Purchase,Purchases,1
106,8802,16,Purchase,Purchases,1
130,8802,16,Purchase,Purchases,1
3031,8803,16,Purchase,Purchases,1
1025,8802,16,Purchase,Purchases,1
300,8742,20,LOL BT,Balance Transfer Amount,2
300,8750,14,Promo BT,Balance Transfer Amount,2
300,8736,20,LOL BT,Balance Transfer Amount,2
228,8747,14,Convenience Check,Convenience Check Amount,4
228,8765,20,LOL CC,Convenience Check Amount,4
300,8762,20,LOL BT,Balance Transfer Amount,2
104,8729,14,Promo CC,Convenience Check Amount,4
228,8761,14,Convenience Check,Convenience Check Amount,4
300,8764,20,LOL BT,Balance Transfer Amount,2
218,8728,14,Promo BT,Balance Transfer Amount,2
228,8759,20,LOL CC,Convenience Check Amount,4
218,2004,5,Purchase,Purchases,1
218,8778,4,Promo BT,Balance Transfer Amount,2
218,8772,8,LOL BT,Balance Transfer Amount,2
218,8774,8,LOL BT,Balance Transfer Amount,2
218,8790,8,LOL BT,Balance Transfer Amount,2
218,8776,8,LOL BT,Balance Transfer Amount,2
228,8731,14,Convenience Check,Convenience Check Amount,4
218,8770,8,LOL BT,Balance Transfer Amount,2
218,8768,4,Promo BT,Balance Transfer Amount,2
218,8786,8,LOL BT,Balance Transfer Amount,2
218,8784,8,LOL BT,Balance Transfer Amount,2
218,8788,4,Promo BT,Balance Transfer Amount,2
218,8782,4,Promo BT,Balance Transfer Amount,2
296,8724,8,LOL BT,Balance Transfer Amount,2
228,8745,20,LOL CC,Convenience Check Amount,4
300,8754,20,LOL BT,Balance Transfer Amount,2
104,8783,4,Promo CC,Convenience Check Amount,4
300,8774,8,LOL BT,Balance Transfer Amount,2
104,8771,8,LOL CC,Convenience Check Amount,4
300,8732,14,Promo BT,Balance Transfer Amount,2
104,8769,4,Promo CC,Convenience Check Amount,4
104,8785,4,Promo CC,Convenience Check Amount,4
104,8775,8,LOL CC,Convenience Check Amount,4
228,8775,8,LOL CC,Convenience Check Amount,4
104,8773,8,LOL CC,Convenience Check Amount,4
104,8777,8,LOL CC,Convenience Check Amount,4
104,8795,8,LOL CC,Convenience Check Amount,4
104,8789,4,Promo CC,Convenience Check Amount,4
104,8781,4,Promo CC,Convenience Check Amount,4
104,8793,8,LOL CC,Convenience Check Amount,4
104,8767,4,Promo CC,Convenience Check Amount,4
104,8779,8,LOL CC,Convenience Check Amount,4
104,8791,8,LOL CC,Convenience Check Amount,4
300,8772,8,LOL BT,Balance Transfer Amount,2
228,8753,14,Convenience Check,Convenience Check Amount,4
228,8757,20,LOL CC,Convenience Check Amount,4
228,4210,3,Convenience Check,Convenience Check Amount,4
300,8770,8,LOL BT,Balance Transfer Amount,2
300,8778,4,Promo BT,Balance Transfer Amount,2
104,8787,8,LOL CC,Convenience Check Amount,4
228,8783,4,Promo CC,Convenience Check Amount,4
300,8782,4,Promo BT,Balance Transfer Amount,2
228,8751,20,LOL CC,Convenience Check Amount,4
300,8748,20,LOL BT,Balance Transfer Amount,2
228,8791,8,LOL CC,Convenience Check Amount,4
296,8770,8,LOL BT,Balance Transfer Amount,2
228,8767,4,Promo CC,Convenience Check Amount,4
300,8768,4,Promo BT,Balance Transfer Amount,2
228,8787,8,LOL CC,Convenience Check Amount,4
300,8790,8,LOL BT,Balance Transfer Amount,2
228,8793,8,LOL CC,Convenience Check Amount,4
300,8786,8,LOL BT,Balance Transfer Amount,2
300,8776,8,LOL BT,Balance Transfer Amount,2
296,8754,20,LOL BT,Balance Transfer Amount,2
228,8771,8,LOL CC,Convenience Check Amount,4
228,8773,8,LOL CC,Convenience Check Amount,4
228,8795,8,LOL CC,Convenience Check Amount,4
228,8779,8,LOL CC,Convenience Check Amount,4
300,8784,8,LOL BT,Balance Transfer Amount,2
228,8733,14,Convenience Check,Convenience Check Amount,4
101,3050,4,Purchase,Purchases,1
104,8400,18,Promo CC,Convenience Check Amount,4
300,8407,20,LOL BT,Balance Transfer Amount,2
300,8391,20,LOL BT,Balance Transfer Amount,2
300,8383,20,LOL BT,Balance Transfer Amount,2
218,8349,25,Promo BT,Balance Transfer Amount,2
218,8357,27,Promo BT,Balance Transfer Amount,2
218,8353,26,Promo BT,Balance Transfer Amount,2
104,8358,27,Promo CC,Convenience Check Amount,4
104,8366,29,Promo CC,Convenience Check Amount,4
104,8354,26,Promo CC,Convenience Check Amount,4
218,8343,24,LOL BT,Balance Transfer Amount,2
300,8353,26,Promo BT,Balance Transfer Amount,2
300,8349,25,Promo BT,Balance Transfer Amount,2
228,8354,26,Promo CC,Convenience Check Amount,4
300,8357,27,Promo BT,Balance Transfer Amount,2
218,8351,26,LOL BT,Balance Transfer Amount,2
300,8365,29,Promo BT,Balance Transfer Amount,2
218,8345,24,Promo BT,Balance Transfer Amount,2
104,8346,24,Promo CC,Convenience Check Amount,4
228,8394,20,LOL CC,Convenience Check Amount,4
228,8366,29,Promo CC,Convenience Check Amount,4
228,8346,24,Promo CC,Convenience Check Amount,4
218,8449,9,Promo BT,Balance Transfer Amount,2
300,8345,24,Promo BT,Balance Transfer Amount,2
228,8358,27,Promo CC,Convenience Check Amount,4
106,2005,5,Purchase,Purchases,1
104,3622,20,LOL CC,Convenience Check Amount,4
228,8346,3,Convenience Check,Convenience Check Amount,4
228,8334,3,Convenience Check,Convenience Check Amount,4
101,8333,21,Purchase,Purchases,1
102,8353,26,Cash Advance,Cash Advance Amount,3
218,8377,32,Promo BT,Balance Transfer Amount,2
228,8448,9,Promo CC,Convenience Check Amount,4
218,8341,23,Promo BT,Balance Transfer Amount,2
227,8350,25,Promo CC,Convenience Check Amount,4
218,8373,31,Promo BT,Balance Transfer Amount,2
104,8353,26,Promo CC,Convenience Check Amount,4
218,8354,26,Promo CC,Convenience Check Amount,4
228,3691,8,LOL CC,Convenience Check Amount,4
228,3695,8,LOL CC,Convenience Check Amount,4
300,3698,12,Promo BT,Balance Transfer Amount,2
228,3699,8,LOL CC,Convenience Check Amount,4
228,3714,12,Promo CC,Convenience Check Amount,4
300,3696,8,LOL BT,Balance Transfer Amount,2
228,3697,12,Promo CC,Convenience Check Amount,4
228,3522,10,Promo CC,Convenience Check Amount,4
104,4034,8,LOL CC,Convenience Check Amount,4
228,3584,18,Promo CC,Convenience Check Amount,4
104,3582,18,Promo CC,Convenience Check Amount,4
300,3592,8,LOL BT,Balance Transfer Amount,2
